,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
20,-0.9081695,0.7653364,0.27752116,0.7904828,0.75015163,0.19358653,0.5651663,-0.0058451956,-0.88996154,-0.6800498,-0.15348184,0.37864435,0.32210296,-1.3858818,0.10586958,-0.046450168,-0.61906874,-1.2120674,-0.3268652,-0.13851613,-1.3237754,-0.87604916,-0.19318013,-1.7286305,-0.23441347,-1.1934555,-1.2803563,-1.3056211,-0.9056133,-1.5326872,-0.9849136,-1.5702366,-1.0580041,-1.6269529,-1.8822548,-2.1519024,-1.0605806,-1.641664,-1.4979155,-2.0863407
21,-1.0873706,1.0609797,0.34534088,1.0847454,0.94716996,0.5400694,0.99111,0.19644265,-0.7322271,-0.938792,0.3920015,0.3042253,0.102414615,-0.6038161,0.43456298,0.06983284,-0.112985276,-0.6115795,0.076406874,0.096746825,-1.2838289,-0.4787314,0.22728474,-1.547911,-0.04506569,-1.0188816,-1.097021,-1.2348675,-1.3254609,-1.2617649,-0.767271,-1.581082,-1.1690515,-1.5174867,-1.8247739,-1.2044336,-1.0418174,-1.6172708,-1.5093421,-2.055667
22,-1.4439052,0.7331613,0.16771536,0.7543667,0.73577183,0.33649835,0.70174265,0.17751059,-0.8531161,-0.54965085,0.5816207,0.4403226,0.24159203,-0.60947967,-0.07863294,0.19597745,-0.32861838,-1.720301,0.38893047,-0.048836585,-1.1240948,-0.8080178,-0.29021803,-1.587057,-0.10833553,-0.8359221,-0.72381115,-0.84336174,-1.2244161,-0.727232,-1.040804,-2.0658548,-0.786665,-1.3027306,-1.3577721,-1.3083595,-0.43353498,-1.5107878,-1.7420597,-2.0323825
23,-1.2104491,0.67565227,0.50612307,0.94307154,0.677822,0.55584687,1.1964552,0.17467827,-1.1130564,-0.60324323,0.28956413,0.14682843,0.54836315,-0.8104313,-0.027386365,0.7215957,0.09119025,-1.1498805,0.119990915,0.02780419,-1.2128509,-0.7835807,0.035228908,-1.3375621,-0.19663545,-0.81361216,-1.2022696,-1.6995307,-0.87454605,-0.8256441,-0.73821455,-1.3588293,-0.87103647,-1.684127,-1.7196136,-1.6442894,-1.0159013,-1.2984014,-1.0694818,-1.8968501
24,-0.800568,0.86430556,0.5101856,1.1155227,0.87071717,0.33469948,0.82439846,0.2048804,-0.5253263,0.03398132,0.2527814,0.13775297,0.50151175,-1.0528475,0.26145098,0.54380536,-0.46074837,-0.7563371,-0.17524445,0.035513427,-0.7833096,-0.46714437,-0.09895814,-1.7183263,-0.19014297,-0.8823679,-0.9197409,-0.62131655,-0.64878243,-0.8772366,-1.1438911,-1.122843,-1.2676712,-1.4395747,-1.6666782,-1.5059167,-0.99110377,-1.7671726,-1.0840536,-2.2471535
25,-0.3822917,0.12357793,0.065674104,0.28853095,0.41844797,0.04864303,-0.3972601,0.22561418,-1.7304966,-0.7384158,0.35043743,-0.99472696,0.6612974,-1.0524619,-0.69128865,0.5439978,-1.6232407,-0.9061907,0.41391844,-0.68912524,-1.1855471,-0.8006229,-1.6720095,-1.4265363,-0.7975731,-1.099158,-1.2948966,-1.6864682,-0.9609894,-1.3096907,-1.1528829,-1.8450425,-1.385491,-1.5056026,-1.6048753,-0.5919548,-0.3298352,-1.3360698,-1.3140522,-1.5564576
26,-0.3109928,0.37598398,0.0058283396,0.682618,0.45618477,0.16062623,-0.08255377,-0.1881593,-2.444922,-0.87271625,0.35473403,-1.0919065,0.6893571,-1.2539302,-0.3129393,0.58055115,-0.91770035,-1.275686,-0.20877819,-0.6767849,-1.4341822,-1.4302086,-0.15809518,-2.0896015,-1.0848651,-0.98553354,-2.0199957,-1.4168819,-1.3010151,-1.4880031,-1.3865589,-1.7114625,-1.3464463,-1.7930508,-1.6719064,-1.939847,-0.37626317,-0.8302673,-0.09066979,-0.83568406
27,-0.17326768,0.14403753,0.09728848,0.69426095,0.2099635,0.17431676,-0.18823516,-0.02359815,-1.9971296,-0.503824,0.4550789,-0.68859965,0.60156476,-1.3554652,-0.474771,0.66483194,-1.4066627,-1.1148683,-0.30669782,-0.61315,-1.3957189,-0.76537794,-0.26710752,-1.8963587,-0.7015559,-0.9086125,-1.8449476,-0.8177192,-1.9118496,-1.0705518,-1.4680167,-1.6759387,-1.6120441,-1.849994,-1.7397199,-1.7327218,-0.79597455,-1.5957412,-1.3087968,-1.5978165
28,0.4137247,-0.3815767,-0.051686563,0.60035366,-0.2185181,0.21345998,0.25596854,1.3424289,-1.213482,-0.7447952,0.57706493,-0.3716129,0.34121823,-0.8971179,-0.27386248,-0.15598293,-0.8487019,-0.34959874,-0.60838777,-0.8103951,-0.9057286,-0.9024093,-0.79686767,-1.399272,-0.7060198,-0.96060467,-1.4391685,-0.31340688,-0.89487547,-1.0518495,-0.09949497,-0.86203885,-0.9720547,-1.3627332,-1.1590611,-0.905931,-0.7378334,-0.6810448,-1.5295264,-1.2376487
29,0.6061979,-0.51352954,-0.027919577,0.0659976,-0.48627323,0.13482583,-0.23549166,0.077272445,-1.4237558,-1.1112094,-0.2846103,-0.7713085,-0.38773105,-0.85590845,-0.7083564,-0.39428213,-1.5926037,-0.250636,-1.166978,-0.9968709,-0.7672896,-0.85623497,-0.1580431,-0.48663136,-0.3852175,-0.5331436,-0.90820575,-0.79846275,-1.2853551,-1.4376309,-0.75137925,-1.4309705,-1.1056002,-1.4033761,-1.1626928,-0.26496232,-0.19107935,0.6820668,-0.12198042,-0.15821368
30,0.17120002,-0.21297857,0.3224895,0.4768124,-0.08004833,0.32650226,0.13668485,0.3462057,-1.384968,-0.6345685,0.0029382198,-0.33047402,0.31746116,-1.143163,0.047345616,0.11992853,-1.2520536,-0.6630374,-0.035721764,-1.1482931,-1.1458856,-0.8405016,-0.4349034,-1.6963962,-0.6884684,-1.2612596,-1.4586009,-1.23996,-1.001727,-1.4966146,-0.4952228,-1.229628,-0.45111236,-1.1267384,-1.1183289,-0.89358175,-0.5081411,-0.8012425,-0.8550021,-0.886976
31,0.5635994,-0.2701753,0.1992887,0.092350125,-0.054614794,0.117818385,0.2461534,0.39611915,-1.809558,-0.79121256,0.19425954,-0.6196115,0.5717541,-1.0432444,-0.59948695,0.52982885,-1.7413229,-0.2253138,0.046546992,-1.2340839,-1.1878296,-0.27513966,-0.83733517,-1.2569857,-0.65908337,-1.4209269,-1.7234912,-1.3011775,-1.2579784,-1.1878912,-0.4873714,-1.0964283,-0.18823388,-1.4456263,-1.2934211,-0.6155253,-0.64342654,-0.019396624,-0.59830284,-1.2861035
32,2.343543,-1.1426524,-1.2160567,-0.8200201,-1.4479437,0.06928685,-1.217332,-0.79227114,-1.5808971,-1.516076,-0.5775022,-0.30061355,-1.3012825,-1.0906243,-0.60720456,0.2555269,-1.3825916,1.0151526,1.0515872,1.2703311,1.4379857,1.5735215,1.8990657,0.24020487,0.4128746,-0.18531193,-0.538506,0.29738584,0.62399024,-0.9839203,-0.24247539,-0.8346171,0.29853973,-0.50136125,-1.2482425,0.09757765,0.651147,0.14819475,-1.0018662,-0.9058578
33,2.1508136,-1.5850905,-1.154988,-0.453292,-1.3745815,-0.008786266,-1.2008346,0.32076645,-2.4043746,-1.556666,-0.49831757,-1.0225214,-0.87717,-0.4127011,-1.1113718,-0.20950815,-2.7035105,-1.2177869,-1.4281422,-1.8271308,-1.3855119,-0.14619641,-0.062328264,0.6619121,1.798731,1.1511909,0.3771614,0.71039385,-1.117732,-0.08731076,1.0529969,0.3428796,-0.6680237,-0.7313158,-1.2456199,0.16179559,0.40043464,0.24474482,-0.8891785,-0.62351286
34,1.8257535,-1.1232933,-0.8898666,-0.28423914,-0.9256721,0.15766795,-1.0067236,-0.029692322,-2.3569505,-1.0224097,-0.28669634,-1.1821344,-0.40945497,-0.72688377,-0.8052101,0.6566351,-2.1723018,-0.12119438,-0.61488914,-0.96769905,-0.37278995,0.1530896,-0.32031247,0.1521979,0.34544298,0.15806524,0.070844576,-0.31907785,-0.6731684,-0.22738807,0.060625076,-0.19108404,-0.7015763,-0.65886694,-0.717722,0.44772667,0.52987814,1.0289593,0.20760302,0.26223612
35,2.7841067,-1.5951294,-1.2647539,-1.2530531,-1.3971187,-0.19645502,-1.9517941,-0.39825645,-2.2080202,-1.671097,0.030498365,-1.0608429,-1.1296887,-0.6108577,-0.57516676,0.3461829,-0.85267705,0.9745874,1.6876351,0.7048183,0.46000317,0.83085024,0.8219926,0.5134109,0.35595262,-0.73061156,-1.3686329,-0.8751659,-0.8184427,-0.7515822,-1.0469372,-1.1270393,-0.6870746,-0.64354175,-0.8974522,-0.2534112,0.000100725134,0.5618061,-0.650409,-1.228881
36,-0.070472315,0.60250205,0.59705704,0.83612925,0.92164475,0.2911031,0.24854697,0.06120699,-1.2062275,0.12470642,0.23403236,0.98434657,1.3435348,-0.58512414,1.0075363,1.6632441,-0.25602204,-0.30184007,0.26994053,-0.2638624,-0.85691386,-0.098574705,-0.36457208,-1.2595135,-0.14140086,-0.48079598,-0.8530285,-0.26975486,-1.5513055,-0.9542056,-0.7992556,-1.1420622,-1.1474434,-1.1952919,-1.7879847,-1.5772861,-0.30775648,-0.6632237,-0.3746088,-0.46535453
37,-0.14737402,0.40479523,-0.04171907,0.14108817,0.47522375,0.01673278,-0.33353156,-0.6859583,-2.0393057,-0.60301423,0.036234878,-0.7486264,0.47517544,-1.3852049,0.14372915,0.9565426,-1.1806157,-1.0983179,-0.13330686,-0.7824614,-1.0752289,-0.59948725,-0.83368677,-1.6869533,-0.6882916,-1.1848528,-1.6495123,-1.0636697,-1.3815724,-1.7436312,-1.6231283,-1.2676007,-1.11578,-0.44884503,-0.5998511,-0.31129238,0.6634894,0.13630596,-0.6114893,-0.43657628
38,-0.3403174,0.8279527,1.013935,1.3959684,1.1052605,1.1989365,0.7688493,0.5993933,-0.36933818,0.5376936,0.7539746,0.9400348,1.148518,-0.14454773,0.9240536,1.4316787,0.35088095,-0.1254464,0.828214,0.83763003,-1.0120646,-0.1108336,0.10953249,-1.0836866,-0.57657856,-0.49072373,-0.9812889,-0.45233038,-1.0505887,-1.1216607,-0.85388935,-0.9439837,-1.1539601,-1.3201625,-1.6965327,-1.542706,-0.48839632,-1.0211816,-1.4120789,-1.7990047
39,-0.3522957,0.75709057,0.14703135,0.9719508,0.71386343,0.63322455,0.28800446,-0.31662062,-0.83354795,0.3132383,0.5255972,0.55672586,0.5357765,-0.5585651,0.85297644,0.5243965,0.09825708,-0.76207286,0.47271943,0.6230373,-1.3829138,0.11343121,-0.34138277,-1.2172626,-0.3366292,-1.0097998,-1.4745034,-0.6207631,-1.4924252,-1.0857899,-1.1136085,-0.894676,-1.7610312,-1.5540272,-1.9873608,-1.2964885,-0.4119568,-1.4407747,-1.4015486,-2.0405269
40,1.4573238,0.2784423,-0.63769144,-0.24373126,0.06344183,1.5612907,-0.077514164,-0.4997045,-1.8759071,0.12995763,1.074887,0.076721124,0.20643102,-0.10502407,0.52428263,2.6814945,0.21907714,-0.8509975,0.0022847194,-0.3869778,-0.79677975,0.570876,0.12735766,0.43487942,0.7514734,1.2434993,0.40254122,1.0816463,0.99240184,0.028134875,1.9651724,1.0992707,0.6355944,0.20883274,-1.4247601,-0.06791625,1.347992,1.3828573,0.15063567,-0.17668042
41,1.8075228,-0.3694944,-0.9773832,-1.3917063,0.16502132,0.5851838,-0.89889735,-1.1678421,-2.2658927,-1.3504264,-0.22321925,-1.4744055,-1.02478,-1.0545609,-0.2008509,1.0590435,-1.570921,-1.854202,0.049645826,-0.77797467,-1.1591038,-0.6038421,1.0052347,0.94078094,2.1137605,2.126898,1.3484309,0.9781643,1.1643189,0.9103787,2.4975183,0.9070439,0.13418372,-0.95175517,-1.0980705,0.02936422,1.2542453,-0.024836956,-1.0258557,-1.3599752
42,2.143567,-0.5684629,-0.83667755,-1.0672632,-0.7705153,0.48877788,-0.740617,-1.7174549,-2.4617546,-1.8225505,-0.13441747,-1.077851,-1.4274877,-1.5499898,-1.199077,1.6263825,-1.6021315,-1.4356834,-0.12731001,-0.7014966,-0.66082364,-0.07080921,0.6466677,0.81902903,2.5319152,3.136898,2.168476,1.645378,0.19929458,-0.5206377,0.6833368,0.5467943,1.0306771,-0.43401042,-1.2937337,0.012610841,1.59977,0.783947,-0.07251518,-0.90126354
43,1.5772654,-0.17775139,-0.8550114,-1.0567256,-0.20987317,0.9799555,-1.3377695,-1.1520838,-2.3620546,-1.7736201,1.1512918,-0.9031573,-1.3803489,-1.1437958,-0.600251,1.4509385,-1.67503,-1.6029203,0.13969314,-0.9237464,-1.2840939,-0.3548333,0.46905467,0.4659218,1.2884338,2.0505996,1.6169164,1.9658805,1.8149986,0.7703654,1.456461,0.49403265,0.2587644,0.0069669774,-0.7543993,1.1149226,0.41943696,0.09841283,-0.7829755,-0.1623352
44,-0.5839837,0.9768127,0.15781623,0.43163127,0.374709,0.7159658,-0.25031468,0.29739258,-1.5506713,-0.63507575,0.5735522,-0.95813423,0.07614547,-1.5341563,0.34479547,-0.3760885,-0.8941217,-0.6740789,-0.6321417,-0.3189669,-0.9970493,0.28689566,-1.2864103,-1.008816,-0.26396954,-1.0784874,-0.9388216,-0.88185954,-1.1137246,-0.52236146,-0.74292016,-0.5062411,-0.85236263,-0.87070286,-1.0130038,-1.1730063,-0.8193686,-0.38759646,-1.3131629,-1.2881172
45,-0.37831512,0.2923605,0.41801727,-0.34243336,0.29918003,0.61077845,-0.6437873,0.42841917,-1.4870561,-0.67781806,0.55799466,-0.6734567,-0.36978248,-0.7260823,0.04484421,-0.23494875,-0.6695612,-0.4342509,0.019392313,0.22449277,-0.79647887,0.29973373,-1.4163716,-0.6434056,-0.3747059,-0.9283694,-1.3592935,-0.5887251,-0.81165993,-0.22699091,-0.94523865,-0.47512528,-0.97053444,-1.056776,-0.7385821,-0.18347418,-0.18869667,0.12581407,-0.63646233,-1.1604586
46,-0.7797656,1.4451014,0.56312186,0.6346255,0.12054737,1.1479279,0.12331222,-0.5820676,-0.39957362,0.0010291219,0.15213893,0.13205327,0.2102099,-1.275786,-0.15611711,0.37172425,-0.66863906,-0.38722196,0.17217872,-0.75181794,-1.8748913,0.09929921,-0.43758333,-1.2074997,-1.0146856,-1.121131,-1.134358,-1.2690016,-0.89879084,-1.221034,-1.701265,-1.3619385,-1.7494912,-1.3900218,-1.8509022,-1.4235139,-0.93502593,-1.5672145,-2.361041,-1.7541894
47,-0.79621106,0.40078372,0.34478623,0.35801092,-0.09195373,1.1536686,0.054763302,-0.2316183,-0.14908881,0.1220802,0.75299144,-0.1331019,0.35452074,-1.3123087,0.22027412,0.3649998,-0.8276826,-0.4998959,0.107895546,-0.35111612,-1.0893047,-0.5831381,-0.53551966,-1.19719,-1.0272737,-0.9104029,-1.2555784,-0.97550285,-0.77898234,-1.3741409,-1.3589025,-1.3055065,-1.5244299,-1.379673,-1.8948174,-1.7492763,-1.0112858,-0.7705058,-1.3659467,-1.4014388
48,0.9628035,-0.26541397,-0.15864505,-1.6560956,-1.2040708,0.39411288,-0.9889784,-1.5397093,-1.6167796,-1.1744659,-0.095133565,-0.18088724,-1.2517711,-1.2201505,-1.085353,-1.004751,-0.8360126,-0.33860478,-1.0693383,-1.0381442,-1.7506115,-0.6218716,-0.26558578,0.28744593,0.68783075,-0.31946018,0.17705913,0.615978,0.44072238,0.26164404,0.40221146,0.5966351,0.0152565455,0.12612765,0.3136351,-0.12333442,0.068190135,-0.047626115,-0.7145695,-0.94964737
49,0.95036066,-0.8281244,-0.3124757,-0.7222915,-1.0948536,-0.26075888,-2.0591545,-1.2932134,-0.6327333,-0.95691544,-0.26915425,-0.5997758,-1.1860214,-1.904069,-0.13314328,0.10103927,-1.5532093,-0.033227935,-1.3292658,-1.2762219,-0.8883971,-1.0158653,0.22525491,-0.43750423,-0.2836131,-0.31027177,-0.9046866,-1.0115306,-1.131103,-0.098566465,0.053661313,0.26769727,0.053190775,-0.44329727,-0.2604078,0.20939115,0.14702907,-0.5905559,-1.4267392,-1.389483
50,0.6584332,-0.29357925,1.1426245,-0.9953023,-0.9613342,0.75873715,-1.095777,-1.2448584,0.19435504,-1.5711031,-1.2855005,0.21417457,-1.4512612,-2.446529,-0.89510024,-0.7844807,-2.8569145,-1.1414012,-1.1587468,-1.243278,-1.8625807,-1.177089,-1.8100296,-1.2366525,-1.216743,-0.1828253,-1.3352474,0.7385034,-0.17040803,0.2877456,-0.18902525,-0.39276683,-1.3460662,-0.3356924,-0.54808396,0.13860588,0.048400976,0.36437064,0.10200955,-0.040391132
